report,source,authored_at,author,status,incident_title,incident_category,important,place_name,note,relevant
All airport in eastern region of nepal was closed yesterday. Due to that I had to spent night in Kathmandau.,Twitter,12/10/2012 3:42,sgupta55,,,,,,,
ECG why? Power out in Madina...#ghanadecides #ghanaelections #letsvote,Twitter,12/7/2012 13:44,Enock4seth,,,,,,,
This lady was at her polling station 4:00 am! http://t.co/BoY3wUZa #ghanadecides #letsvote #ivoted,Twitter,12/7/2012 13:48,GhanaDecides,,,,,,,
@NohustleNogain: RT @EdwardOhenebeng What's your take on #ghanaelections 2012 and the final results #NDC &amp; #ECghana are one body - DEBATABLE,Twitter,12/9/2012 22:51,EdwardOhenebeng,,,,,,,
"based on the results given I declare @JohnDramaniMahama president elect - EC Chairman, Dr Afrai Gyan #ghanaelections",Twitter,12/9/2012 21:57,Africanelection,,,,,,,
Here's another lady. She was at the polling station at 1:00 am! http://t.co/fLWAIEcj #ghanadecides #letsvote #ivoted,Twitter,12/7/2012 13:52,GhanaDecides,,,,,,,
36 polling stations have no security forces on site in Eastern region #ghanadecides,Twitter,12/7/2012 13:54,omgGhanaDotCom,,,,,,,Y
Lets refrain from any act that will disturb the peace of this country - Prez elect JohnDramaniMahama #ghanadecides #ghanaelections,Twitter,12/9/2012 22:52,omgGhanaDotCom,,,,,,,
More tweets about elections.&gt;&gt;&gt;let the world see our real image..&gt;&gt;Ghana  #ghanadecides #ghanaelections #letsvote,Twitter,12/7/2012 13:57,Enock4seth,,,,,,,
This lady was at her polling station 4:00 am! http://t.co/gllcWoxO  #ghanadecides #letsvote #ivoted http://t.co/iWkaM9oA,Twitter,12/7/2012 13:57,omgGhanaDotCom,,,,,,,
"#ghanadecides2012 #photography #elections #ghana This is the second polling station i am visiting, people ar http://t.co/JQ2BYsdW",Twitter,12/7/2012 13:59,kwabenad1,,,,,,,
This lady was at her polling station 4:00 am! http://t.co/BwasR2Vt  #ghanadecides #letsvote #ivoted http://t.co/AgpxnS3p,Twitter,12/7/2012 14:00,onua_zionfelix,,,,,,,
This lady was at her polling station 4:00 am! http://t.co/ObkBrT2t  #ghanadecides #letsvote #ivoted http://t.co/dgVbSxk6,Twitter,12/7/2012 14:00,bigxghdotcom,,,,,,,
This lady was at her polling station 4:00 am! http://t.co/BwasR2Vt  #ghanadecides #letsvote #ivoted... http://t.co/kRVvFek6,Twitter,12/7/2012 14:00,onua_zionfelix,,,,,,,
This lady was at her polling station 4:00 am! http://t.co/wS59bZJD  #ghanadecides #letsvote #ivoted... http://t.co/jO4Znwkw,Twitter,12/7/2012 14:01,zionfelixdottk,,,,,,,
Here's another lady. She was at the polling station at 1:00 am! http://t.co/g7L0ORtT  #ghanadecides #letsvote #ivoted,Twitter,12/7/2012 14:02,bigxghdotcom,,,,,,,
Here's another lady. She was at the polling station at 1:00 am! http://t.co/aH6MVn2K  #ghanadecides... http://t.co/Zkka5fte,Twitter,12/7/2012 14:02,omgGhanaDotCom,,,,,,,
'There will be a second round in Ghana Elections - T.B. Joshua.. Do you agree? #ghanadecides #ghanaelections,Twitter,12/9/2012 16:15,amaramjb12,,,,,,,
There will be a second round in Ghana Elections - T.B. Joshua.. Do you agree? #ghanadecides #ghanaelections,Twitter,12/9/2012 16:16,BraGabby,,,,,,,
Peaceful elections in all polling stations i have been to in #Dzelukope #ghanadecides #ghanaelections #letsvote,Twitter,12/7/2012 14:04,Enock4seth,,,,,,,
Your vote is your power..........#ghanadecides #ghanaelections #letsvote,Twitter,12/7/2012 14:10,Enock4seth,,,,,,,
Time for women to rise instead of fall in Ghanaâ€™s elections today http://t.co/A6WOCBVb #ghanadecides,Twitter,12/7/2012 14:09,woman_kind,,,,,,,
Oh I love GHANA.......#ghanadecides #ghanaelections #letsvote,Twitter,12/7/2012 14:12,Enock4seth,,,,,,,
Currently omw to my 'village' to vote. I'm so patriotic #ghanadecides #ghanaelections,Twitter,12/7/2012 14:14,ClaudeAyitey,,,,,,,
2 hours 46 minutes more..........Ghana votes..#ghanadecides #ghanaelections #letsvote,Twitter,12/7/2012 14:15,Enock4seth,,,,,,,
#elections #ghanadecides2012 #ghana #photography #kwabenadanso the youth are watching! http://t.co/qVRuxjlk,Twitter,12/7/2012 14:18,kwabenad1,,,,,,,
Ghana really exhibiting maturity in the elections..#ghanadecides,Twitter,12/7/2012 14:18,blakkElite,,,,,,,
"Kids, who will you vote for? Let's vote for #COWBELL!! Yes, its #COWBELL this elections. If you agree, RT #ghanadecides #ghanaelections",Twitter,12/7/2012 14:19,ClaudeAyitey,,,,,,,
Up to date we do not have a Ghanaian president who have not worked under ex-prez Rawlings.. #ghanadecides #ghanaelections,Twitter,12/9/2012 16:21,omgGhanaDotCom,,,,,,,
â€œ@GhanaDecides: This lady was at her polling station 4:00 am! http://t.co/iU1ulXdl #ghanadecides #letsvote #ivotedâ€,Twitter,12/7/2012 14:22,attigs,,,,,,,
2 hours 36 minutes &gt; @Bayelsa_Updates: RT @bigxghdotcom: 2 hours 46 minutes more......Ghana votes..#ghanadecides #ghanaelections #letsvote,Twitter,12/7/2012 14:23,JudeGH,,,,,,,
JohnDramaniMahama now voting in Bole Constituency..#ghanadecides #ghanaelections #letsvote,Twitter,12/7/2012 14:22,Enock4seth,,,,yes,,,
JM now going to vote for himself on the presidential ballot #ghanadecides #ghanaelections #letsvote,Twitter,12/7/2012 14:24,Enock4seth,,,,,,,
JM says this is the 6th time he isvoting in a general election. #ghanadecides #ghanaelections #letsvote,Twitter,12/7/2012 14:27,Enock4seth,,,,,,,
Ndc want to steal ballot boxes owh why,Twitter,12/7/2012 14:27,I_trust_Nana,,,,,,,
JM says I voted for myself #ghanadecides #ghanaelections #letsvote,Twitter,12/7/2012 14:29,Enock4seth,,,,,,,
"I hope JohnDramaniMahama does somtin better for his pple considering Gh's poorest regions ,the 3 northern regions (cont) http://t.co/Bkonr6ur",Twitter,12/9/2012 23:02,Fhresh_matic,,,,,,,
why are they stealing the ballot boxes.. this is not cool. Ghana.,Twitter,12/7/2012 14:33,CharismaAdams2,,,,,,,
#ATTC polling station in #Accra with a long queue with only 2hrs to close #ghanaelections #ghanadecides http://t.co/Wb3F564E,Twitter,12/7/2012 14:36,IDEGGhana,,,,,,,
We've been voting in #Ghana since 1992- why are we still have these delays and late delivery of voting materials. #ghanadecides #ghvotes,Twitter,12/7/2012 14:36,ryplae,,,,,,,
Wow..Twitter on fire with tweet from Ghana..#ghanadecides #ghanaelections #letsvote,Twitter,12/7/2012 14:34,Enock4seth,,,,,,,
I guess there is rainfalls today in Ghana. God is wonderful .#ghanadecides #ghanaelections #letsvote,Twitter,12/7/2012 14:36,Enock4seth,,,,,,,
Snatching ballot boxes as a hobby!!!#death #ghanadecides #ghelections,Twitter,12/7/2012 14:37,iTweet_Up,,,,,,,
I guess there is no rainfalls today in Ghana. God is wonderful. #ghanadecides #ghanaelections #letsvote,Twitter,12/7/2012 14:38,Enock4seth,,,,,,,
@codeoelections no device to capture image but it is going down at eastern region.,Twitter,12/7/2012 14:39,encode_1,,,,,,,
"(AXcess News) Puerto La Cruz, Venezuela - Here in the oil-rich eastern region of Venezuela, propaganda for Presi ...  http://t.co/Qw3ywuwf",Twitter,12/7/2012 14:39,venezuela_star,,,,,,,
RT @ghanaelections: Pockets of areas in western region experiencing continual failures of verification machines @MetrotvGhana  #ghanaele ...,Twitter,12/7/2012 14:57,naalamileymillz,ignored,verification machine break down,Delayed Logistics,yes,western region,igno,Y
Once again congrats to President elect JD JohnDramaniMahama of the Republic of Ghana #ghanaelections 2012. #ghanadecides,Twitter,12/9/2012 22:07,EdwardOhenebeng,,,,,,,
No rainfalls today in Ghana. God is wonderful. #ghanadecides #ghanaelections #letsvote,Twitter,12/7/2012 14:40,omgGhanaDotCom,,,,,,,
Today is Election Day in Ghana. Follow @ayittey for the latest updates. #ghanadecides #ghanaelections,Twitter,12/7/2012 14:43,MikeGoesAbroad,,,,,,,
"When in doubt, don't VOTE!!!#Ghana #ghanadecides #ghanaelections #ghvotes #gh",Twitter,12/7/2012 14:44,iTweet_Up,,,,,,,
Upon all the wayomization #ndc win again??? Only in #Ghana #ghanaelections #ghanadecides,Twitter,12/9/2012 22:13,mjavada,,,,,,,
Pockets of areas in western region experiencing continual failures of verification machines @MetrotvGhana  #ghanaelections,Twitter,12/7/2012 14:48,ghanaelections,,,,,,,Y
Pockets of areas in western region experiencing continual failures of verification machines.#IhateQuotes IhateQuotes,Twitter,12/7/2012 14:53,francist7867,,,,,,,Y
Competition day &lt;3 representing the eastern region :)! Lets go raiders!,Twitter,12/7/2012 14:53,EllieBoubaris,,,,,,,
"Election update from krowor,Nungua So Quansah polling station 329 out of 937 have voted at2:50pm @ghanaelections #ghanadecides",Twitter,12/7/2012 14:54,omgGhanaDotCom,,,,,,,
"When people are stealing ballot boxes, dose labadi beach tattooists are trying to steal indelible ink at LA Primary polling station.",Twitter,12/7/2012 14:54,the_Meister_,,,,,,,Y
"RT @the_Meister_: When people are stealing ballot boxes, dose labadi beach tattooists are trying to steal indelible ink at LA Primary po ...",Twitter,12/7/2012 14:56,kojoNINJA,,,,,,,Y
The power of tribalism and regionism some people are saying #ghanaelections but will the actual truth be known? #ghanadecides #onedirection,Twitter,12/9/2012 22:13,EdwardOhenebeng,,,,,,,
"Ayigya Zongo -Kumasi, problem arising .. Police on their way to calm things #ghanadecides",Twitter,12/7/2012 15:03,bigxghdotcom,ignored,violence at Ayigya Zongo,Violence,yes,Ayigya Zongo -Kumasi," 	
Ayigya Zongo -Kumasi, problem arising",Y
"Some voltarians sack electoral officers, refusing to vote. looool, they say dying horse NDC failed them.",Twitter,12/7/2012 15:01,Nhyira777,workingonit,Chasing electoral officers away,Election Irregularity,yes,Volta Region,Find the exact polling stations,Y
Voting has come to an abrupt end at the Most Holy Heart School because the verification machine has broken down. #ghanadecides,Twitter,12/7/2012 15:11,Abumubarik,workingonit,Voting Suspended,Delayed Logistics,yes,Holy Heart School,Voting suspended because verification machines are broken down,Y
JohnDramaniMahama encourages EC to allow listed voters with verified ID cards to vote without verification if machines are faulty. #GhanaDecides,Twitter,12/7/2012 14:58,GloriaBuckman,,,,,,,
@ghanaelections @ghanadecides @ghanasmtc A credible electoral electoral system is the bedrock of democratic governance. Bravo!!!,Twitter,12/7/2012 14:59,Davidcule19,,,,,,,
"Why the Best Candidate Did Not Win - By Kofi Thompson, an independent blogger:

When a friend in the U.S.A. asked me who I thought would win the presidential election in Ghana, for an answer, I told him who I knew would definitely not win that election - by recounting to him what a brilliant young female student told me, when I asked a group of university students the same question.

In the view of that brilliant female student, nothing would change in Ghana, regardless of which candidate of the two major political parties that have governed the nation since the 1992 constitution was promulgated - the National Democratic Congress and the New Patriotic Party - won the presidential election, because both simply lacked the political will to fight high-level corruption: which she regarded as the biggest nation-building challenge facing Ghana.

The tragedy for Ghana, she said, was that the person who had shown, by deed, not words - by making public the results of the medical examination he underwent to show he was medically fit for the ardours task of leading Ghana; releasing his filed tax returns and declaring his assets openly to the media; as well as showing the amount spent on campaigning by the party he founded, and the sources of its funding to show he was transparent about financial matters he was associated with - would not win the presidential election.

She ended by saying she was certain that Ghana (a nation full of ""My-party-my-tribe-right-or-wrong"" myrmidon-types) would miss the opportunity to elect the candidate who had shown the discerning that he was the most suitable politician to lead the Ghana of today, for a number of reasons - all of them negative.

To begin with, it was her opinion that Dr. Paa Kwesi Nduom of the Progressive Peoples Party would not win the presidential election, because: ""Behind the facade of modernity, in terms of the psychology of a majority of the populace, in a sense, Ghana is a nation in which superstition is rife and deeply woven into the fabric of society. That is one of the reasons why the political party most favoured by sundry crooks-in-dog-collars - who speak in 'tongues' and exert a malevolent influence over the minds of the millions who flock to their churches regularly to seek 'prophetic anointing' and 'protection from spiritual enemies' - can garner a substantial number of votes in elections. And, lastly, tribal bigotry is written into the DNA of some of the most prominent and influential of today's descendants of the pre-colonial traditional ruling elites - who, even though it is a democracy, still seek to dominate the Republic of Ghana through the back-door by proxy - and those ordinary Ghana who hold fealty to them, often demonstrate their allegiance by voting for the political parties such tribal-supremacist traditionalists support."" And well said, say I.

How insightful that young Ghanaian was. Alas, indeed as it turned out, most voters did not vote for the candidate who by voluntarily undergoing a medical examination and making public the results, as well as releasing his filed tax returns from the 1980's to date; and publicly declaring his assets to the media, and topped all that by revealing the total amount spent by the party he founded and the sources of its funding, showed Ghana (including a doubting-Thomas like me who has often criticised him in the past for attempting a reverse-takeover of the party founded by the great Osagyefo Dr. Kwame Nkrumah, the Convention Peoples Party - and advised he leave Nkrumah's party to set up one of his own, in which he could call the shots), that in good governance terms, he was the best amongst this year's crop of presidential candidates - and could offer the kind of sorely-needed world-class leadership (underpinned by an ethical ethos), which the people of Ghana and their peaceful and democratic nation require to prosper.

Sadly, dear reader, as it turns out that young female university student was right in asserting that the candidate who proved he was best suited to lead Ghana, would not win the presidential election - and that Mother Ghana will be the worst for it. Pity.

Tel: 027 745 3109.

Email: peakofi.thompson@gmail.com.

http://www.ghanaweb.com/GhanaHomePage/NewsArchive/artikel.php?ID=258898",Papa Nduom Facebook,12/9/2012 16:31,Dr.Papa Kwesi Nduom,,,,,,,
#ThatAnnoyingMoment when #NDC starts stealing ballot boxes cuz they're losing.... U go go k3k3,Twitter,12/7/2012 15:04,larry_hova,,,,,,,
http://t.co/7HLMR2Jy #ghanaelections 2012 final results by #ghana Electoral Commission showing #NDC @JohnDramaniMahama as winner @Africanelection,Twitter,12/9/2012 22:23,ghanaelections,,,,,,,
Conversation concerning the elections ongoing on Google+ and Twitter. search for #ghanadecides #myvoicegh #letsvote,Twitter,12/7/2012 15:08,JeanHuit,,,,,,,
Group of young men have locked up NADMO boss alleging he is in possession of some ballot boxes to be used to rig the elections #ghanadecides,Twitter,12/7/2012 15:19,bigxghdotcom,verified,Nadmo boss,Ballot Snatching,yes,Unknown,"Still working on the location

The Police confirm the incident and subsequent arrest have being made

As at 4:07pm, the police was in full control",Y
Big ups to our security forces for ensuring peace in Ama Ghana #ghanaelections #ghanadecides,Twitter,12/9/2012 23:25,omgGhanaDotCom,,,,,,,
"""Ghana will show Africa true democracy."" @ThisIsAfricaTIA #ghanadecides - peace and progressive elections - http://t.co/4K8VwixI",Twitter,12/7/2012 15:14,james3neal,,,,,,,
"CODEO's Mid day Statement-By 6:00am, 95% of all CODEO and PVT Observers, reached their assigned polling station #ghanadecides #codeo",Twitter,12/7/2012 15:15,CodeoElections,,,,,,,
Owusu Parry of the #EC just stated that the collated and verified #Ghana #elections2012 results will be announced in 2hrs #ghanaelections,Twitter,12/9/2012 16:41,IYC_GH_Chapter,,,,,,,
People of Tamale and northern region in general have vowed for chaos if EC doesn't solve the verification... http://t.co/ivvUJuzk,Twitter,12/7/2012 15:17,bigxghdotcom,,,,,,,Y
People of Tamale and northern region in general have vowed for chaos if EC doesn't solve the verification... http://t.co/MFKOdvdd,Twitter,12/7/2012 15:17,omgGhanaDotCom,,,,,,,Y
The ALL die be DIE slogan is really living to the billing....People butchered for trynna steal ballot boxes.... #Welldone People,Twitter,12/7/2012 15:18,DonClyt,,,,,,,Y
I think the electoral commission should discontinue the use of verification machine and allow people to vote.  #ghanadecides,Twitter,12/7/2012 15:19,Abumubarik,,,,,,,
"""@DonClyt: The ALL die be DIE slogan is really living to the billing....People butchered for trynna steal ballot boxes.... #Welldone People""",Twitter,12/7/2012 15:19,oneguydeprince,,,,,,,Y
"Well done Ghana, well done President JohnDramaniMahama.Heading to the northern region next week with great pleasure to start work with great weavers!",Twitter,12/9/2012 23:31,fashaks,,,,,,,
CODEO Mid Day Statement-77% of polling officers were at their polling stations by 6:00am as required by the (EC) #ghanadecides #codeo,Twitter,12/7/2012 15:25,CodeoElections,,,,,,,
#ghanadecides data nerds: Get per polling station data ASAP you can verify claims of voter fraud: http://t.co/I2mw4B4u #OpenData,Twitter,12/7/2012 15:26,mihi_tr,,,,,,,
RT @bigxghdotcom: Group of young men have locked up NADMO boss alleging he is in possession of some ballot boxes to be used to rig the e ...,Twitter,12/7/2012 15:27,Bryttucker,,,,,,,Y
RT @ghanaelections: Some individuals at Montessori polling station in Cape Coast are unable to vote because their thumbprint  cannot be  ...,Twitter,12/7/2012 15:29,Kwatontoh,workingonit,verification machine break down,Delayed Logistics,yes,"montesory polling station, cape coast",,Y
"RT @_Ato__: LADAMERCY!!! ~~&gt;&gt;&gt;""@kaycheamp: Another person dead at #Ahwiaa #kumasi. he tried taking da ballot box""",Twitter,12/7/2012 15:40,willienoni,verified,Dead person at ahwiaa,Death,yes,Ahwiaa in Tafo Pankrono,Confirmed. Man was lynched for trying to steal a ballot box.,Y
Some individuals at Montessori polling station in Cape Coast are unable to vote because their thumbprint  cannot be verified #ghanaelections,Twitter,12/7/2012 15:29,ghanaelections,,,,yes,,,Y
"sake of if u spy region by region how d parties won,,,,volta ndc upper regions ndc, ashanti + eastern npp, d rest was shared",Twitter,12/9/2012 23:37,lee_young_jae,,,,,,,
Some individuals at Montessori polling station in Cape Coast are unable to vote because their thumbprint cannot be verified #ghanaelections,Twitter,12/7/2012 15:32,omgGhanaDotCom,,,,,,,Y
I want to vote..#Ghana #elections #ghanadecides,Twitter,12/7/2012 15:32,staritzah,,,,,,,
Another person dead at #Ahwiaa #kumasi. he tried taking da ballot box,Twitter,12/7/2012 15:33,kaycheamp,,,,,,,Y
EC Official Statement: All in queues before 5:00pm will surely be allowed to vote #ghanadecides #ghanaelections,Twitter,12/7/2012 15:34,omgGhanaDotCom,,,,,,,
RT @bigxghdotcom: Some individuals at Montessori polling station in Cape Coast are unable to vote because their thumbprint cannot be ver ...,Twitter,12/7/2012 15:34,iam_Teflon,,,,,,,Y
eeiiii ghana... u have to use Coke to wash ur fingers before u use the biometric machine,Twitter,12/7/2012 15:37,spinojix22,,,,,,,
@bbcafricahys @kenyanpundit NADMO boss locked up by irate youth in his office for hoardin ballot papers #ghanadecides,Twitter,12/7/2012 15:37,KKmarfo,,,,,,,Y
"LADAMERCY!!! ~~&gt;&gt;&gt;""@kaycheamp: Another person dead at #Ahwiaa #kumasi. he tried taking da ballot box""",Twitter,12/7/2012 15:38,_Ato__,,,,,,,Y
@ghanaelections #ghanadecides everyone who joins the queue before 5PM will be allowed to vote before polls close,Twitter,12/7/2012 15:40,eliskobah,,,,,,,
"""@Brefosmark: gud! RT @kaycheamp: Ayeduase #NOSIZE one person dead, he tried taking da ballot box, #sad""#GhanaDecides",Twitter,12/7/2012 15:40,ryplae,,,,,,,Y
"If you don't vote today, you have no right in complaning over the next four years. This is your time. #ghanadecides #ghanaelections",Twitter,12/7/2012 15:40,ClaudeAyitey,,,,,,,
.@ClaudeAyitey NOT TRUE!!!! #ghanadecides #ghanaelections,Twitter,12/7/2012 15:41,ttaaggooee,,,,,,,
"RT @bigxghdotcom: Old Tafo -Kumasi, man's hand cut off for trying to steal ballot box #ghanadecides #ghanaelections",Twitter,12/7/2012 15:52,akwasiblakes,ignored,Hand cut off,Violence,yes,Old Tafo Kumasi,status changed to ignore due to delay in update,Y
RT @garyalsmith: From Nsuta Kwamang: verification machines only picking fingerprints after voters washed hands with Coca Cola! #ghanadecides,Twitter,12/7/2012 15:49,fbboaten,ignored,Coca Cola,Election Irregularity,yes,Nsuta Kwamang,,Y
Awuttu Senya district halts election because verification machine fails #ghanadecides,Twitter,12/7/2012 15:47,omgGhanaDotCom,ignored,Faulty Verification machine,Election Irregularity,yes,Awuta Senya,status changed to ignore due to delay in update,Y
â€œ@kaycheamp: Another person dead at #Ahwiaa #kumasi. he tried taking da ballot boxâ€Dogs I guess,Twitter,12/7/2012 15:43,GUCCI84_,,,,,,,Y
Elections: the only time your thumb speaks more than your voice and your strength. #ghanadecides #ghanaelections,Twitter,12/7/2012 15:43,ClaudeAyitey,,,,,,,
â€œ@garyalsmith: From Nsuta Kwamang: verification machines only picking fingerprints after voters washed hands with Coca Cola! #ghanadecidesâ€,Twitter,12/7/2012 15:45,NattyShocks,,,,,,,Y
Chiefs in Tamale are asking for a review of the verification machine which has rejected a number of voters. #ghanadecides,Twitter,12/7/2012 15:46,Abumubarik,,,,,,,Y
"CODEO Midday Statement-In 99% of the polling stations,electoral officials allowed CODEO observers to observe the polls #ghanadecides #codeo",Twitter,12/7/2012 15:47,CodeoElections,,,,,,,
From Nsuta Kwamang: verification machines only picking fingerprints after voters washed hands with Coca Cola! #ghanadecides,Twitter,12/7/2012 15:48,AfrifaDba,,,,,,,Y
"Old Tafo -Kumasi, man's hand cut off for trying to steal ballot box #ghanadecides #ghanaelections",Twitter,12/7/2012 15:50,bigxghdotcom,,,,,,,Y
"Ok, so I just got to the polling station, and I have to sit in the queue . These men must really be worthy of my vote! #ghanadecides",Twitter,12/7/2012 15:50,ClaudeAyitey,,,,,,,
When time do the polls close? @ghanadecides #ghanadecides #ghanaelections2012 #johnthe4th #NanaAkufo-Addo #Ghana,Twitter,12/7/2012 15:53,thePOEET,,,,,,,
Accra: Youngmen insist they are not leaving the polling station after casting their votes for fear of vote rigging. #ghanadecides,Twitter,12/7/2012 15:54,bigxghdotcom,,,,,,,
"UPDATE 5-#Ghana's JohnDramaniMahama wins election, opposition cries foul - Reuters http://t.co/zPOcJgmR via @reuters #ghanadecides #ghanaelections",Twitter,12/10/2012 0:13,BateEtah,,,,,,,
Aputuogya primary A polling station.. Ashanti Region...another attempt to steal ballot box salvaged by the police man at the polling station,Twitter,12/7/2012 15:54,Gh2012election,,,,,,,Y
I feel like to go and Vote again. #ghanaelections #ghanadecides,Twitter,12/7/2012 15:55,JeffCeegh,,,,,,,
RT @Abumubarik: Chiefs in Tamale are asking for a review of the verification machine which has rejected a number of voters. #ghanadecides,Twitter,12/7/2012 15:57,GHANANPP,workingonit,Chiefs' appeal,Election Irregularity,yes,Tamale,Chiefs in Tamale are allegedly asking for a review of the verification machine which has rejected a number of voters.,Y
"Eeish asem ooh RT @bigxghdotcom: Old Tafo -Kumasi, man's hand cut off for trying to steal ballot box #ghanadecides #ghanaelections",Twitter,12/7/2012 15:55,yAwbLaQ,,,,,,,Y
@thenanaaba so far eastern region has been the most peaceful part of Ghana today #AmAnElectionOfficer,Twitter,12/7/2012 15:56,Lucky_Dolarz,,,,,,,
what is this thing about verification machines not working? WHERE ARE YOU EC? #ghanadecides,Twitter,12/7/2012 15:57,sammylynx,,,,,,,
"@bigxghdotcom: Old Tafo -Kumasi, man's hand cut off for trying to steal ballot box #ghanadecides #ghanaelections""eii harsh.",Twitter,12/7/2012 15:58,iam_Teflon,,,,,,,Y
"""@peagama: Long queue at PS C100201, Omega street, Adabraka, Accra. #ghanadecides"" You still haven't voted? #ghanadecides #ghanaelections",Twitter,12/7/2012 15:58,ClaudeAyitey,,,,,,,
"Abi he said all die be die...you go stealing ballot boxes, the folks deal with you .Some people are foolish. Plain and simple.",Twitter,12/7/2012 15:59,kenny_mannie,,,,,,,
Aputuogya primary A polling station.. Ashanti Region...another attempt to steal ballot box salvaged by the police... http://t.co/yZ0h5Vdi,Twitter,12/7/2012 16:00,omgGhanaDotCom,,,,,,,Y
Aputuogya primary A polling station.. Ashanti Region...another attempt to steal ballot box salvaged by the police... http://t.co/Nj8bfLH0,Twitter,12/7/2012 16:00,bigxghdotcom,,,,,,,Y
"hahahaaa RT @Ashielaw: RT @bigxghdotcom: Old Tafo -Kumasi, man's hand cut off for trying to steal ballot box #ghanadecides #ghanaelections",Twitter,12/7/2012 16:00,AtheistGhanaian,,,,,,,Y
what worries me is the fact that being a taxpayer my tax was not effectively used to organize the elections @Citi973 #ghanadecides,Twitter,12/7/2012 16:01,nanakesewaa,,,,,,,
"Ei, @JohnDramaniMahama said ""This is the sixth time I'm voting"".  Don't bother, he was talking about previous elections too, lol. #ghanadecides",Twitter,12/7/2012 16:04,ClaudeAyitey,,,,,,,
Dome-Kwabenya: Confusion as voters become extremely angry at the delay in arrival of election materials #ghanadecides,Twitter,12/7/2012 16:05,omgGhanaDotCom,,,,,,,Y
"#np Friend of God - Lakewood Church - Cover The Earth, and I'm at the polling station so. #ghanadecides",Twitter,12/7/2012 16:06,ClaudeAyitey,,,,,,,
.@AntiRhythm @kobebigs ... That's how I've taken photos at polling stations today. #ghanadecides,Twitter,12/7/2012 16:09,kajsaha,,,,,,,
"ï˜±ï˜±RT @bigxghdotcom: Old Tafo -Kumasi, manâ€™s hand cut off for trying to steal ballot box #ghanadecides #ghanaelections",Twitter,12/7/2012 16:09,cheetahpancakes,,,,,,,Y
