report,source,authored_at,author,status,incident_title,incident_category,important,place_name,note
BREAKING NEWS: There are gunshots in Adenta. Frances Assiam is bent on NOT conceding to her NDC compatriot. The boxes are in police grips.,Twitter,12/8/2012 0:08,mymuus2010,ignored,Francis won't accept defeat,Gunshot,yes,Adenta,"According to the report,  NPP candidate contesting for the seat in the said area is causing problems  because she lost to the NDC candidate.
Akua

Related to report #266
Adelaide- 12:20am"
"now we geting our regions bk...ashanti, accra, central, eastern den brong ahafo..",Twitter,12/7/2012 23:39,akwasiblakes,,,,,,
But still #ghanadecides #ghanaelections RT @5th_identity: The Mayans are counting the days mehn!,Twitter,12/7/2012 23:43,Nii_logoligi,,,,,,
There's gunshot in Adenta. Fracese Assiam is bent on NOT concedin to her NDC compatriot. The boxes are in the police's grips. #GhanaDecides,Twitter,12/7/2012 23:52,ObibaKojo,,,,,,
Is it true that ET Mensah has lost his seat? @ghanavotes @ghanadecides #ghanaelections2012,Twitter,12/7/2012 23:53,djbadamah,,,,,,
waaa look this picture eh?!?! #ghanaelections #ghanadecides http://t.co/dieVnU2c,Twitter,12/7/2012 23:55,AfricaJerry,,,,,,
Picture: #EC strong room very cool now i say. #ghanaelections #ghanadecides http://t.co/SgEzxnGA,Twitter,12/7/2012 23:57,AfricaJerry,,,,,,
There's gunshot in Adenta. Assiam is bent on NOT conceding. The boxes are in the police's grips. #GhanaDecides,Twitter,12/8/2012 0:01,RoisKiDGh,,,,,,
There's gunshot in Adenta. Fracese Assiam is bent on NOT concedin to her NDC compatriot. The boxes are in the police's grips.,Twitter,12/8/2012 0:01,Ralph1030,,,,,,
"Ashanti region neutralizes the volta,3 northern regions and B.A......",Twitter,12/8/2012 0:04,dAt_tEcH_BoY,,,,,,
RT @GhanaDecides: Blackouts at many polling stations. Polling officials having difficulty counting due to poor lighting and no lamps fro ...,Twitter,12/8/2012 0:38,joeman4ever,ignored,Blackout during counting,Power Out,yes,Not kown,"Touch lights being used - 11:45 - Jonathan
*handled by linda 11:50
related to #259"
Now your people are gettin killed in Kumasi for stealing ballot boxes. Nuisance!,Twitter,12/8/2012 0:34,CannyMcCoy,ignored,Report of people been killed at kumasi,Death,yes,Kumasi,"Find exactly where in Kumasi this is happening
Kelldick: 12:37

lenny 12:41am
tweeted back to find out more

Delay of time
Osborn"
WOW! people still voting at Chorkor/Salaga market now!!! #ghanaelections #democracy #letsvote,Ghana Votes Facebook,12/8/2012 0:39,Ghana Votes,ignored,People Still Voting at 12:00am Saturday,Election Irregularity,yes,Chorkor/Salaga,"This was by Ghana Votes facebook page

by: Sarsah 00:45 Saturday
by:Linda 00:45
no response after an hour
*by:linda at 1:34"
We are focusing on ashanti whiles Volta dey steal the ballot boxes ......media houses luk sharp,Twitter,12/8/2012 0:27,bigwillie0,,,,,,
"""@bigxghdotcom: NPP recapture 8 central region including Dep Attorney General seat. #ghanaElections #ghanadecides""",Twitter,12/8/2012 0:28,kwacy15,,,,,,
LMAO!!! Hahahaha RT @bigwillie0: We are focusing on ashanti whiles Volta dey steal the ballot boxes ......media houses luk sharp,Twitter,12/8/2012 0:32,edem_dogbey1,,,,,,
gunshots in Adenta. Fracese Assiam is bent on NOT concedin to her NDC compatriot. The boxes are in the police's grips. #GhanaDecides,Twitter,12/8/2012 0:33,SarDineOiL_911,,,,,,
love my beautiful country #ghanadecides #233moments #ghanaelections #ghana,Twitter,12/8/2012 0:42,exposuregh,,,,,,
#Ghana is better than stealing of ballot boxes during an #election #ghanadecides2012,Twitter,12/8/2012 0:44,GhBoy,,,,,,
NPP recapture 8 central region including Dep Attorney General seat. #ghanaElections #ghanadecides,Twitter,12/8/2012 1:04,EdwinFrempong,,,,,,
"teachers on strike= NO late start, NO early closing and other stuffs T.T why?!!! i seriously need late start this week -.-""",Twitter,12/10/2012 1:07,forondaangela,,,,,,
"Counting of votes in Ghana's elections, any site I can get live results?",Twitter,12/8/2012 1:57,kwabena69,ignored,People Still Voting at 12:00am Saturday,Election Irregularity,no,Chorkor/Salaga,"This was by Ghana Votes facebook page

by: Sarsah 00:45 Saturday
by:Linda 00:45
no response after an hour
*by:linda at 1:34"
"@franco_0111 i'm not eastern! I live in the North-Western region of Russia )) And why do I have to choose, I want presents from both of them",Twitter,12/10/2012 5:59,MariaRedLynxx,,,,,,
chairman of electoral commission starts speaking...my lights go out #ghanadecides #lightoffghana,Twitter,12/9/2012 21:34,kobina,,,,,,
#Ghanaelections: recounts in Suhum causing mayhem amongst party supporters and police on hand to calm situation #teargas,Ghana Votes Facebook,12/8/2012 4:09,Ghana Votes,verified,Mayhem in Suhum,Violence,yes,Suhum,"Conflict between police and party supporters - 4:15 - Jonathan

We have confirmed the story with Jerry and the next thing is to put it on the Ushahidi platform

Osborn - 4:26"
"samia nkrumah is projected 2 hv lost jomoro seat 2 ndc candidate, npp's catherine afeku also belivd 2 hv lost evalue-gwira to ndc candidate",Twitter,12/8/2012 3:33,Sinister_Mister,,,,,,
"Woyomic win ""@omgGhanaDotCom: NPP recapture 8 central region including Dep Attorney General seat. #ghanaElections #ghanadecides""",Twitter,12/8/2012 4:09,extroshi,,,,yes,,
"EC why, with about 400 - 800 ballots being rejected in some constituencies.  #ghanadecides",Twitter,12/8/2012 5:08,silverscholar,ignored,Rejected Ballots,Results,yes,,"Francis - 05:15

Ignored because it is related to #273
Adelaide-5:24am "
"RT @ghanaelections: Prez results in Ningo Prampram NDC  28,490 NPP 9,581 #ghanaelections",Twitter,12/8/2012 5:19,mzMyauena,resolved,Presidential results for Ningo Prampram,Results,yes,Ningo Prampram,"Prez results in Ningo Prampram NDC 28,490 NPP 9,58 - 5:34 - Jonathan
by:linda at 5:40
results from a reliable source"
"RT @ghanaelections: Ningo Prampram NDC wins parliamentary seat with 21,178 as against NPP's 17,122 #ghanaelections #certified",Twitter,12/8/2012 5:19,hottie_4lyf,resolved,Ningo Prampram NDC wins parliamentary seat ,Results,yes,Ningo Prampram,"Ningo Prampram NDC wins parliamentary seat with 21,178 as against NPP's 17,122 - 5:37 - Jonathan

by linda at 5:49
results from reliable source"
"RT @ghanaelections: #ghanaelections: Kwadaso Constituency Presidential result NDC 10,374; NPP 57,533 NPP retains seat #worldbank",Twitter,12/8/2012 5:23,compore,resolved,Kwadaso Presidential Results,Results,yes,Kwadaso,"Francis - 05:39
linda 5:53

results from a reliable source"
"RT @ghanaelections: #ghanaelections: Akan Constituency result NDC 21,501; NPP 6,926. NDC retains seat.",Twitter,12/8/2012 5:20,Enock4seth,resolved,Akan Constituency Presidential Results,Results,yes,Akan Constituency (V/R),"Francis  -  05:42
linda  5:55

results from a reliable source"
RT @ghanaelections: #ghanaelections: Nhyiaeso Presidential results NDC 12973; NPP 46972. NPP retains parliamentary seat,Twitter,12/8/2012 5:19,hottie_4lyf,resolved,Takoradi Constituency,Results,yes,,"Takoradi Constituency - Presidential results NDC 16,232; NPP 25760. NPP retains parliamentary - 5:51 - Jonathan

"
@_ciarmcgov alright well I wouldn't know cause I'm from eastern region canada,Twitter,12/8/2012 4:53,KK_seeyalaterr,,,,,,
Volta &amp; northern regions certified results still not in. I wonder What NDC is doing to the figures there. @NanaAkufo-Addo,Twitter,12/8/2012 4:56,JoKay72,,,,,,
"Ndc is controlling Volta region, Npp has taken over in Ashanti, central and western region 50/50, northern... http://t.co/w56JOBEb",Twitter,12/8/2012 4:56,DansabaJamal,,,,,,
"Ningo Prampram NDC wins parliamentary seat with 21,178 as against NPP's 17,122 #ghanaelections #certified",Twitter,12/8/2012 4:56,ghanaelections,,,,,,
"Prez results in Ningo Prampram NDC  28,490 NPP 9,581 #ghanaelections",Twitter,12/8/2012 4:58,ghanaelections,,,,,,
Appeal to your favourite deity that this not be our USA 2000. #ghanaelections #ghanadecides,Twitter,12/8/2012 5:01,SKwameappiah,,,,,,
#ghanaelections: Nhyiaeso Presidential results NDC 12973; NPP 46972. NPP retains parliamentary seat,Twitter,12/8/2012 5:01,ghanaelections,,,,,,
"#ghanaelections: Takoradi Constituency - Presidential results NDC 16,232; NPP 25760. NPP retains parliamentary seat #certified",Twitter,12/8/2012 5:04,ghanaelections,,,,,,
"#ghanaelections: Afigya Kwabre North Presidential result NDC 7,268; NPP 17,798. NPP retains seat.",Ghana Votes Facebook,12/8/2012 5:07,Ghana Votes,,,,no,,
"#ghanaelections: Kwadaso Constituency Presidential result NDC 10,374; NPP 57,533 NPP retains seat #worldbank",Twitter,12/8/2012 5:13,ghanaelections,,,,,,
Haha...NDC winning almost all the seats in the northern regions!!,Twitter,12/8/2012 5:30,therson_,,,,,,
"#ghanaelections: Bantama Constituency Presidential result NDC 9,321; NPP 49,493. NPP retains parliamentary seat #worldbank",Twitter,12/8/2012 5:33,ghanaelections,,,,,,
"RT @ghanaelections: #ghanaelections: Bantama Constituency Presidential result NDC 9,321; NPP 49,493. NPP retains parliamentary seat #wor ...",Twitter,12/8/2012 5:34,GhanaSMTC,resolved,Bantama Results,Results,yes,"Bantama, Kumasi","Bantama Result

Kelldick:5:43
linda :5:57

reliable source"
@Joy997FM Hon. Doe Adjaho has won Akatsi South constituency parliamentary seat. #ghanadecides,Twitter,12/8/2012 5:46,Enock4seth,resolved,Akatsi South parliamentary result,Results,yes,Akatsi South,"Hon. Adjaho's wins parliamentary result.

Kelldick:5:51am

linda  6:10"
#ghanaelections 2012 enters into second day of voting while results trickle in #Ghana @ghanaSMTC,Twitter,12/8/2012 5:36,Africanelection,,,,,,
Papa Owusu Ankomah retains his seat. #NDC folks refusing to accept results. Don't fuck with the 'Sekondi Mugabe',Twitter,12/8/2012 5:43,iKhay_,,,,,,
Nhyiaeso Presidential results NDC 12973; NPP 46972. NPP retains parliamentary seat,Twitter,12/8/2012 5:49,francist7867,,,,,,
@therson_ but ashanti region has more voters than the 3 northern regions combined :P,Twitter,12/8/2012 5:49,dyron_tunafish,,,,,,
"Takoradi Constituency - Presidential results NDC 16,232; NPP 25,760. NPP retains parliamentary seat #certified",Twitter,12/8/2012 5:50,francist7867,,,,,,
"#ghanaelections: Sekondi Constituency presidential results NDC 12,417; NPP 16834. NPP retains seat with 14,735 @SuperEbza",Twitter,12/8/2012 5:51,ghanaelections,,,,,,
Samia nkrumah lost the only cpp seat,Twitter,12/8/2012 5:52,Yoofi_arthur,,,,,,
"Bantama Constituency Presidential result NDC 9,321; NPP 49,493. NPP retains parliamentary seat #worldbank",Twitter,12/8/2012 5:54,francist7867,,,,,,
"And you left Volta! Haha! :P :p ""@dyron_tunafish: @therson_ but ashanti region has more voters than the 3 northern regions combined :P""",Twitter,12/8/2012 5:54,therson_,,,,,,
"Sekondi Constituency presidential results NDC 12,417; NPP 16,834. NPP retains seat with 14,735",Twitter,12/8/2012 5:55,francist7867,,,,,,
@NanaAkufo-Addo please be vigilant @ the 3 northern regions today.. I beggggg,Twitter,12/8/2012 5:59,JoKay72,,,,,,
"#ghanaelections #Ghana's elections 2012 enters day 2, as #results trickles in #ghana #elections @NDI @allafrica @ReutersAfrica @DFID_UK",Twitter,12/8/2012 6:01,ghanaelections,,,,,,
"RT @ghanaelections: #ghanaelections: Takoradi Constituency - Presidential results NDC 16,232; NPP 25760. NPP retains parliamentary seat  ...",Twitter,12/8/2012 6:16,brownskinngal,resolved,Takoradi Constituency,Results,yes,,"Takoradi Constituency - Presidential results NDC 16,232; NPP 25760. NPP retains parliamentary - 5:51 - Jonathan

"
"RT @ghanaelections: #ghanaelections: Afigya Kwabre North Presidential result NDC 7,268; NPP 17,798. NPP retains seat.",Twitter,12/8/2012 6:34,kojjoyeboah,resolved,Afigya Kwabre North Presidential result,Results,yes,Afigya Kwabre North,"Afigya Kwabre North Presidential result NDC 7,268; NPP 17,798. NPP retains seat - 7:00 - Jonathan


linda : 7:05

"
The results of the #elections2012... #ghanaelections #ghanadecides,Twitter,12/9/2012 21:53,IDEGGhana,,,,,,
#ghanaelections: Nhyiaeso Presidential results NDC 12973; NPP 46972.,Twitter,12/8/2012 6:14,jeffboakye,,,,,,
@dat_fair_boi so far its only Mike Hammah. NDC a gaining grounds in eastern and ashanti. Won all UW region seats n 16 CR.,Twitter,12/8/2012 6:14,senyosallah,,,,,,
nkrumah samia lost her seat....... awaw aw aw d end of cpp,Twitter,12/8/2012 6:17,lee_young_jae,,,,,,
dese pple r wicked oo.. RT @ghanaelections: #ghanaelections: Nhyiaeso Presidential results NDC 12973; NPP (cont) http://t.co/BqpZ1Smp,Twitter,12/8/2012 6:19,levels4real,,,,,,
Those are NDC guaranteed wins. by huge margins... RT @Naju_R: Volta and northern regions really showing that bias smh,Twitter,12/8/2012 6:24,Kantfit,,,,,,
:( RT @lee_young_jae: nkrumah samia lost her seat....... awaw aw aw d end of cpp,Twitter,12/8/2012 6:25,iluvconfihaugen,,,,,,
Juliana Azumah Mensah won the Agortime-Ziope parliamentary seat #ghanadecides,Twitter,12/8/2012 6:26,Enock4seth,,,,,,
"@ghanaelections #ghanaelections: Kwadaso Constituency Presidential result NDC 10,374; NPP 57,533 NPP retains seat #worldbank",Twitter,12/8/2012 6:32,_syfy_,,,,,,
A cool 65.43% for NanaAkufo-Addo in the eastern region so far!!'n,Twitter,12/8/2012 6:38,onekepler,,,,,,
#IloveMyCountry Nobody is thinking of war except those who tried to steal the ballot boxes. #Ghana,Twitter,12/8/2012 6:39,TwoBarsGh,,,,,,
@firstbeautyquee @GhanaDecides Tweet all that going on @ your polling station #ghanadecides,Twitter,12/8/2012 6:39,Enock4seth,,,,,,
"#Ghanaelections: Barton Oduro (NDC) wins Cape Coast South seat with 21189 votes, NPP - 19558 @jangbeeshi",Twitter,12/8/2012 6:40,ghanaelections,,,,,,
"NPP REMINDS NDC: SATURDAYâ€™S VOTING TAKES PLACE IN ONLY 1% OF TOTAL NUMBER OF POLLING STATIONS

Boakye Agyarko, the Campaign Manager of NanaAkufo-Addo's campaign for President, today predicted with confidence a solid first round victory for the NPP presidential candidate.  

With only a fraction of votes in less than one percent of polling stations yet to be cast, due to faulty biometric verification machines on December 7, the President of the Republic and the ruling National Democratic Congress are clutching at straws and creating the impression as if the remaining votes, when cast, can overturn the obvious defeat that the ruling party has suffered in this election. 

Mr. Boakye Agyarko said the NDC should not use the problem which affected a relatively tiny number of polling centres as an excuse for their bad showing in Fridayâ€™s presidential and parliamentary polls. For example, voting will take place Saturday in 73 polling stations in Greater Accra, 25 in the Central Region and only 2 in the Volta Region. 

â€œThis cannot be said to amount to a disaster, especially, when there is an opportunity to redress this matter today,â€ he said.

â€œWe are happy that the EC, in accordance with the law, will allow voters who missed out Friday, as a result of faulty equipment, to exercise their franchise today, Saturday, December 8. We are, therefore, calling on all our supporters to come out once again in their numbers and vote.â€

But, the NPP Campaign Manager could not hide his partyâ€™s disappointment with attempts by the NDC to discredit the elections. â€œWe do not think it is proper for the NDC to seek to use this relatively marginal percentage of total votes left to be cast to say that the 2012 general elections have been marred, as the NDC has sought to do,â€ he said.   
 
The President, on Friday, called for people to be allowed to vote without biometric verification, contrary to the law. This has been condemned by the NPP as â€œirresponsible and unnecessary.â€  

Mr Boakye Agyarko has urged the President and NDC Presidential Candidate, JohnDramaniMahama, to stop making unlawful pronouncements on the electoral process and display good sportsmanship in allowing the rest of the voters, who were unable to cast their votes on December 7 to proceed on Saturday to exercise their franchise, in a transparent and lawful manner, according to the biometric process. 

The NPP Campaign Manager has described the call by the President of the Republic, Friday, that voters must proceed to vote without subjecting their identity to biometric verification, as ""dangerous and irresponsible,"" adding, ""it is the last shrill of a government which knows it has lost but is desperately seeking for any illegitimate opening to overturn the people's mandate."" 

""We are calling on the EC to stick strictly to the law, which gives voters in all polling stations where voting was suspended yesterday an opportunity to cast their ballots today, using biometric verification so that a legitimate and clear victory for NanaAkufo-Addo can be declared as quickly as possible once all votes are cast, and a transition process from Mr JohnDramaniMahama's caretaker Presidency can begin.""

""Based on all the data being received, NanaAkufo-Addo is on course to win a 1st round victory with an incontestable margin.  NPP parliamentary candidates are winning seats that we had never won before. This, which is happening across the country, is a clear indication of an NPP victory, which will produce a parliamentary majority, as well, and the general performance of our parliamentary candidate is exceeding expectations.  We have challengers who have upset sitting MPs and Ministers, which shows that NanaAkufo-Addo and the NPP's vision of change and transforming Ghana has resonated with voters and has resulted in a clear victory.""

Agyarko cited high turnout in the Ashanti Region, expected to be over 80% in the NPP stronghold.  He also pointed out higher than usual NPP support in the Northern Region, and anemic NDC turnout in their primary stronghold, the Volta region.

Agyarko thanked voters for their patience and enthusiasm for the free and fair process.  He assured them that no one would be disenfranchised, and reiterated his call to the Electoral Commission and the security services to discharge their duties with excellence so that all voters can express their will on Saturday morning in a credible and legitimate vote.  In closing, he reiterated the NPP's demand that the NDC Presidential Candidate, JohnDramaniMahama, immediately backs down from his effort to stonewall a free, fair, and legitimate vote by attacking the biometric process that assures credibility and integrity of Ghana' votes.",Nana Akufo Addo Facebook,12/8/2012 6:40,Nana Addo Dankwa Akufo-Addo,,,,,,
abeiku crentsil wind the ekumfi seat for the ndc,Twitter,12/8/2012 6:45,esiaseidua,ignored,Crenstil wins Ekumfi,Results,yes,Ashanti region,"The strong hold of NPP since 1992, but now won by the NDC

linda - 6:59

unreliable source"
Why are some pple in kumasi and eastern  still voting for the ndc....cant they see wat is happening in the volta region and the northern reg,Twitter,12/8/2012 6:42,TheBoyNash,,,,,,
"â€œ@ghanaelections: #Ghanaelections: Barton Oduro (NDC) wins Cape Coast South seat with 21189 votes, NPP - 19558 @jangbeeshiâ€ cc @Kwa_djo",Twitter,12/8/2012 6:43,osarpong,,,,,,
Have u seen Ashanti's numbers? RT @Naju_R: Volta and northern regions really showing that bias smh,Twitter,12/8/2012 6:50,pay_drama,,,,,,
@firstbeautyquee @GhanaDecides Name of constituency and polling station #ghanadecides,Twitter,12/8/2012 6:54,Enock4seth,,,,,,
Certified results show the NDC has so far won 2 parliamentary seats as against NPP's 4 seats  #ghanadecides,Twitter,12/8/2012 6:59,bigxghdotcom,,,,,,
"@sethoppong bro, the reverse of what your nose smelled seems increasingly possible #ghanadecides #ghanaelections",Twitter,12/8/2012 7:00,francizwhite,,,,,,
"Certified results show the NDC has so far won 2 parliamentary seats as against NPP's 4 seats #ghanadecides Nb*nt provisional, #CERTIFIED",Twitter,12/8/2012 7:01,jeffboakye,,,,,,
"RTâ€œ@ghanaelections: #Ghanaelections: Barton Oduro (NDC) wins Cape Coast South seat with 21189 votes, NPP - 19558 @jangbeeshiâ€",Twitter,12/8/2012 7:14,JayMilions,resolved,Barton Oduro (NDC) wins Cape Coast South seat,Results,,Cape Coast South - Central," Barton Oduro (NDC) wins Cape Coast South seat with 21189 votes, NPP - 19558  - 7:22 - Jonathan


linda - 7:29"
"Nhyiaeso Presidential results: NDC 12,973, NPP 46,972. NPP retains parliamentary seat. #GhanaDecides",Twitter,12/8/2012 7:07,_Eye_T,,,,,,
"""@iKhay_: Papa Owusu Ankomah retains his seat. #NDC folks refusing to accept results. Don't fuck with the 'Sekondi Mugabe'"" #ghanadecides",Twitter,12/8/2012 7:11,ClaudeAyitey,,,,,,
ghanaweb is frauding us with fake percentages.the shd b warned. #ghanadecides,Twitter,12/8/2012 7:13,Ahiabuprince,,,,,,
"""Ghana will be winning this elections not persons in a political party. Cheer in love. Love your neighbour"" #iVoted #ghanadecides #ghana",Twitter,12/8/2012 7:14,KwameAnim,,,,,,
"prez'tial results-New Juabeng north : NDC- 9169, NPP-19960, PPP-25, GCPP-61, CPP-72, PNC-13, UFP-3, IND-8. @ghanaelections @Africanelection",Twitter,12/8/2012 7:16,ghanaelections,,,,,,
fake percentages.b warned and dnt panic. #ghanadecides with #enock4seth,Twitter,12/8/2012 7:17,Ahiabuprince,,,,,,
Unbelievable!!!RT @ghanaelections: Hon. Ofosu Ampofo loses Tema East seat and requests for recount of results. #Ghanaelections #Ghana,Twitter,12/8/2012 7:23,Achinbuah35,,,,,,
"Who steals ballot boxes more than NDC members mtchew RT""@naa_atswei: Eish lmao they beg â€œ@Gerdermo Who brags more than NPP supporters?â€""",Twitter,12/8/2012 7:24,Qwecibombay,,,,,,
Pls pls pls its too early 4 dis â€œ@Qwecibombay Who steals ballot boxes more than NDC members mtchew ... http://t.co/xzEH4kew,Twitter,12/8/2012 7:25,naa_atswei,,,,,,
"RT @ghanaelections: prez'tial results-New Juabeng north : NDC- 9169, NPP-19960, PPP-25, GCPP-61, CPP-72, PNC-13, ... http://t.co/BU5FBDM1",Twitter,12/8/2012 7:45,iamfa2,resolved,New Juabeng North,Results,,New Juabeng North,"Eric - 8:24
pres""dtl :NDC- 9169, NPP-19960, PPP-25, GCPP-61, CPP-72, PNC-13, UFP-3, IND-8"
"Wasn't talking with u abeg RT""@naa_atswei: Pls pls pls its too early 4 dis â€œ@Qwecibombay Who steals ballot boxes more than NDC members",Twitter,12/8/2012 7:28,Qwecibombay,,,,,,
"Tema west rather. ""@ghanaelections: Hon. Ofosu Ampofo loses Tema East seat and requests for recount of results. #Ghanaelections #Ghana""",Twitter,12/8/2012 7:33,Qwesylexys,,,,,,
"""@naa_atswei: Pls pls pls its too early 4 dis â€œ@Qwecibombay Who steals ballot boxes more than NDC members mtchew ... http://t.co/jDJ9yMSI""",Twitter,12/8/2012 7:34,Nikiey_1,,,,,,
#ghanadecides #ghanadecides2012 #ghana #elections #photography http://t.co/KSKXfqeo,Twitter,12/8/2012 7:35,kwabenad1,,,,,,
#ghanadecides #ghanadecides2012 #ghana #elections #kwabenadanso #voting staining the finger! http://t.co/rUnniYWu,Twitter,12/8/2012 7:35,kwabenad1,,,,,,
"Aww m33 sane po n3! ""@naa_atswei: Pls pls pls its too early 4 dis â€œ@Qwecibombay Who steals ballot boxes more than NDC members mtchew .",Twitter,12/8/2012 7:35,Nikiey_1,,,,,,
#ghanaelections impressive turn out @Graphicgh @Africanelection #ghanadecides #ghana http://t.co/mG16mFuU,Twitter,12/8/2012 7:36,ghanaelections,,,,,,
"leave dem oo, dat region bi 3 parts, (bono, ashanti and northerners)   @geemen3D Oh chale! Them fool o! thm dey act like thm no bi Akans",Twitter,12/8/2012 7:38,_syfy_,,,,,,
despite some of de bad stuff dat happened durin campaignin i must say GH elections dey be k3k3! esp whn pple start losin seats #ghanadecides,Twitter,12/8/2012 7:38,woenam,,,,,,
"Joy News reports - Prez results (ADAKLU): NDC wins with 12,459 votes while NPP followed with 802 votes. #ghanaelections #ghana",Twitter,12/8/2012 7:40,MsAbenaAnnan,,,,,,
"Prez results (Adom TV): WESTERN REGION CONSTITUENCY (SHAMAH): NDC wins with 19,750 votes followed by NPP with 15,972 votes. #ghanaelections",Twitter,12/8/2012 7:49,MsAbenaAnnan,,,,,,
"RT @ADU_KWESI67: birim central:ndc 9129,gcpp 65,npp 20631,ppp 233,ufp 28,pnc 12,cpp 10,independent 10...presidential results",Twitter,12/8/2012 7:49,VannieBlinks,resolved,Birim Central,Results,,Birim Central,Eric- 8:07
RT @ghanaelections: Hon. Ofosu Ampofo loses Tema East seat and requests for recount of results. #Ghanaelections #Ghana,Twitter,12/8/2012 7:56,Greqq_,resolved,Disagreement over results,Results,yes,Tema East,"Disagreement over results and request for recounting

Angela-3:16pm
Seems like the twitter cant be open or doesnt exist.
The link below is related but the names do not correspond.
http://ghanareporters.com/2012/12/08/tema-mce-loses-tema-east-seat-by-3-votes/
"
"Prez results: WESTERN REGION CONSTITUENCY (SHAMAH): NDC wins with 19,750 votes followed by NPP with 15,972 votes. #ghanaelections",Twitter,12/8/2012 7:50,multitvworld,,,,,,
"@ghanaelections From results gathered already from 16 constituencies, NPP is leading in the Prez race according to http://t.co/n1xhDYZG",Twitter,12/8/2012 7:52,Ghana125,,,,,,
"Yo itz Tema west rather ""@ghanaelections: Hon. Ofosu Ampofo loses Tema East seat and requests for recount of results. #Ghanaelections #Ghana",Twitter,12/8/2012 7:53,Kobby_StarBoi,,,,,,
I hear they are almost done with the ashanti region votes and not a word yet from the 3 northern regions and most of Volta =)),Twitter,12/8/2012 7:58,Sumani_GATES,,,,,,
"""@Sumani_GATES: I hear they are almost done wit the ashanti region votes nd not a word yet from the 3 northern regions nd most of Volta =))""",Twitter,12/8/2012 8:01,point_noted,,,,,,
