report,source,authored_at,author,status,incident_title,incident_category,important,place_name,note,relevant
@RorsDM You're lucky not to be in the eastern region - we had Bone on the Sunday Politics. Roadworks nr Wellingborough the hot topic.,Twitter,12/9/2012 14:51,C__Griffiths,,,,,,,
@vhypa â€œ@CodeoElections: Crabbe says that 99% of observers agreed with the presidential and parliamentary results #ghanadecidesâ€,Twitter,12/9/2012 14:58,suikidd,,,,,,,
"Good morning God's family, the day is finally here #GhanaDecides. Don't forget to take your voters ID cards with you.â˜º God bless Ghana",Twitter,12/7/2012 5:19,Joselyn_Dumas,,,,,,,
I see so many hashtags on Twitter #ghvotes #ghanadecides #ghanaelections2012 #ghanaelections #ghana2012 and ELECTION2012 ... which na which?,Twitter,12/7/2012 5:22,SandisterTei,,,,,,,
I see so many hashtags on Twitter #ghvotes #ghanadecides #ghanaelections2012 #ghanaelections #ghana2012 &amp; #ELECTION2012 ... which na which?,Twitter,12/7/2012 5:23,SandisterTei,,,,,,,
#ghanadecides people have already started queuing at the polling station on #GTUC campus,Twitter,12/7/2012 5:34,brahAyitey,,,,,,,
RT @SandisterTei: I see so many hashtags on Twitter #ghvotes #ghanadecides #ghanaelections2012 #ghanaelections #ghana2012 &amp; #ELECTIO ...,Twitter,12/7/2012 5:35,ndamoah,,,,,,,
@iq4news: Voters queue even when the ballot papers are not in yet. #ghanadecides,Twitter,12/7/2012 5:43,kofiemeritus,,,,,,,Y
"@ayesh_94 Liverpool is situated in the north western region of England on the eastern banks of river Mersey, did it help :)",Twitter,12/9/2012 15:30,PrincessKarim,,,,,,,
"We demand that the EC conducts an audit of the collated figures as well as the counts from the biometric verification machines before the electoral results are finally released.

The No Verification, No Vote, rule was also blatantly defied in several places, especially in the Upper West, Upper East and Volta Regions.",Nana Akufo Addo Facebook,12/9/2012 15:32,Nana Addo Dankwa Akufo-Addo,,,,,,,Y
@GhanaDecides still in bed.Will leave for my pollling station in 30 mins. #ghvotes #ghanadecides,Twitter,12/7/2012 5:54,niibadger,,,,,,,
So far results indicates that NDC have a comfortable majority in Parliament - Gen Mosquito #ghanadecides #ghanaelections,Twitter,12/9/2012 15:37,omgGhanaDotCom,,,,,,,
"JohnDramaniMahama AND THE NDCâ€™S UNACCEPTABLE SYSTEMATIC RIGGING OF ELECTION 2012
 
The NPP has credible evidence, which undermines the integrity of the electoral process and the results officially released to date in respect of the 2012 presidential and parliamentary elections.  

It is obvious from the preponderance of evidence available to us that at all material times the ruling National Democratic Congress led by President JohnDramaniMahama conspired with certain EC staff in constituencies across the country to falsify the election results and thereby abuse the mandate of the people of Ghana. This situation, if allowed to go unchallenged, would seriously damage the essence of the electoral process and largely democracy in Ghana.

Substantial discrepancies have been discovered from results from collation centres when compared with the official tally figures from the EC. Considering the closeness of the polls this error is very significant and goes to the heart of the credibility of the results. Indeed, we have enough concrete evidence to show that the 2012 presidential election was won by our candidate, NanaAkufo-Addo.

It was this planned, systematic stealing of votes at the collation level that was, thankfully, discovered in time at the Dome Kwabenya constituency, where a substantial amount of 15,000 votes was illegally added to the total vote cast in favour of JohnDramaniMahama of the NDC. Also, in Savelugu constituency, JohnDramaniMahama of the NDC received 21,165 votes according to the EC at the collation centre. However in actual fact, 31,165 votes have been falsely declared for him. Like in all the other instances revealing this pattern of fraud, we have the blue sheets to support this blatant act of rape of the democratic mandate of the people of Ghana. The stealing of votes cast in favour of NanaAkufo-Addo is rife with fraudulent irregularities as reflected in results from Yendi constituency where more than ten thousand votes in that instance have been erased.

Unfortunately, the discovery of some of these criminal acts is done only after the collated results are declared at the constituency. We have noticed a pattern of fraud, where substantial numbers of votes are either added to the NDC candidate or subtracted from the NPP presidential candidate. 

What is especially troubling is that the media have been announcing figures from the constituency collation centres that have obviously been tampered with when compared with figures from the tallying sheets (â€˜blue sheetsâ€™) and this is giving a highly misleading picture to the people of Ghana.  For example, Peace FM and Joy FM have both announced 10,000 more votes for JohnDramaniMahama, the NDC Presidential Candidate, than what was declared for him at the Ledzokuku collation centre, giving him 63,210 (60.53%), instead of 53,210. 

This systematic manipulation of the figures across the country casts serious doubt on the credibility of the results. The manipulation has taken place mainly on the collation sheets. We see the tally figures on the â€˜blue sheetsâ€™ in many constituencies do not match the figures on the collation sheet. 

We demand that the EC conducts an audit of the collated figures as well as the counts from the biometric verification machines before the electoral results are finally released. The biometric machines that were reported to be faulty on the first day of voting in the North, miraculously worked perfectly well the next day without them being replaced or repaired.  
 
The No Verification, No Vote, rule was also blatantly defied in several places, especially in the Upper West, Upper East and Volta Regions. In Bawku Central, Nadowli, and Salaga South, for example, high voter turnouts were registered in areas where voting occurred without the use of the verification machine. In North Tongu, for example where there was no verification, the effect of non-verification obvious. JohnDramaniMahama supposedly got 34,162 in North Tongu without verification. This happened with the direct collusion of polling station officers and upwards, after the President personally called for a violation of this rule.

The size of this manipulation has influenced the final outcome. Also consistent with this systematic manipulation is the fact that the total votes cast at the presidential level are far higher than the votes cast for parliamentary candidates and most of the time we have seen this happening, are the very places where we see the collation figures manipulated.

We call upon our party members and the general public to ignore the tainted provisional results announced through the mass media. Indeed, already the election has been called for the NDC candidate by one major media house, Multi Media.  But, there again discrepancies have been detected. For example, for Berekum West, Joy FM gave the NDC presidential candidate 7,750 and the NPP presidential candidate, 10,189. But, the ECâ€™s own results on its website, state 9,091 for the NDC and 6,236 for the NPP. Also in Akwatia, Joy gives the NDC candidate 19,118 and the NPP candidate 20,678. The EC, on the other hand, gives the NDC candidate 18,963 and the NPP candidate 20,506 votes. So, we call on the people of Ghana to remain calm and wait for a proper audit of the results before declaration.

The connivance of EC staff in this electoral fraud is most worrying. For example, in the Yapei/Kusawgu constituency, the presiding officer at the Kakalito polling station recorded zero (0) for our presidential candidate. However upon a recount of the ballots, our candidate got forty-nine (49) votes. 
 
Our Presidential Candidate, NanaAkufo-Addo earlier on raised these serious concerns about the reliability of the election results with the ECOWAS observer mission headed by Gen Obasanjo when they paid a visit to him this morning. 

We respectfully demand the EC not to release any official result until these extremely serious concerns are investigated thoroughly and its findings pronounced.  We also call for an immediate meeting with Chairman of the Electoral Commission. These results cannot be forced down on the people of Ghana as same will be subversive of their constitutional right to determine who leads them.",Nana Akufo Addo Facebook,12/9/2012 15:35,Nana Addo Dankwa Akufo-Addo,,,,,,,
EC's results agrees with coalition centers results - Gen. Mosquito #ghanadecides #ghanaelections,Twitter,12/9/2012 15:38,bigxghdotcom,,,,,,,
I am happy for the JohnDramaniMahama.because JohnDramaniMahama is the mendulla oblongata of the successful - Bokom Banku #ghanadecides #ghanaelections,Twitter,12/9/2012 15:41,TeyeRich,,,,,,,
[NDC] Supporters should not fall for propaganda of NPP as nothing is going to change  #ghanadecides #ghanaelections,Twitter,12/9/2012 15:41,bigxghdotcom,,,,,,,
Nobody should be scared because NDC in government is capable of protecting citizens safety  #ghanadecides #ghanaelections,Twitter,12/9/2012 15:42,bigxghdotcom,,,,,,,
We in NDC will not take the law into our hands even if NPP through their task into the streets  #ghanadecides #ghanaelections,Twitter,12/9/2012 15:42,omgGhanaDotCom,,,,,,,
"Good morning God's family, the day is finally here #GhanaDecides. Don't forget to take your voters ID cards with you.â˜º God bless Ghana...JM",Twitter,12/7/2012 6:05,Jenod250,,,,,,,
We are not responding to NPP's news conference #ghanadecides #ghanaelections,Twitter,12/9/2012 15:45,omgGhanaDotCom,,,,,,,
"Remain calm, keep your peace don't fall for any rumors - Gen Mosquito #ghanadecides #ghanaelections",Twitter,12/9/2012 15:46,bigxghdotcom,,,,,,,
[NDC] Supporters should not fall for propaganda of NPP as nothing is going to change #ghanadecides #ghanaelections,Twitter,12/9/2012 15:47,TeyeRich,,,,,,,
the current NDC or one yet to come? @healmev #ghanadecides #ghanaelections,Twitter,12/9/2012 15:47,iKhay_,,,,,,,
"Our only response to NPP is that, ""if they find anything wrong, they know what to do"" - Gen Mosquito #ghanadecides #ghanaelections",Twitter,12/9/2012 15:47,bigxghdotcom,,,,,,,
its your RIGHT to VOTE and your RESPONSIBILTY to maintain PEACE. #ghanadecides  #ghanavotes #ghanaelections  3#,Twitter,12/7/2012 6:09,windowtograce,,,,,,,
We believe that the results will be transparent - Gen Mosquito #ghanadecides #ghanaelections,Twitter,12/9/2012 15:50,bigxghdotcom,,,,,,,
I urge restraints on all sides - Arthur Kennedy (NPP) #ghanadecides #ghanaelections,Twitter,12/9/2012 15:53,omgGhanaDotCom,,,,,,,
â€œ@omgGhanaDotCom: We believe that the results will be transparent - Gen Mosquito #ghanadecides #ghanaelectionsâ€ then stop cheating,Twitter,12/9/2012 15:57,AshesSwizzle,,,,,,,
check his response RT @ameyaw112 Hassan Ayariga concedes defeat #ghanadecides #ghanaelections http://t.co/akrDu4As,Twitter,12/9/2012 15:58,MW509,,,,,,,
check his response RT @ameyaw112 Hassan Ayariga concedes defeat #ghanadecides #ghanaelections http://t.co/ETSsGJGX,Twitter,12/9/2012 16:00,MW509,,,,,,,
Am at my polling station to cast my ballot #ghanadecides #ghanaelection2012,Twitter,12/7/2012 6:21,J_oppong,,,,,,,
Today Ghana are going to vote. Pls pray for a peaceful &amp; successful elections for them. #ghanadecides,Twitter,12/7/2012 6:22,senatorkenn,,,,,,,
We believe that the results will be transparent - Gen Grasshoper #ghanadecides #ghanaelectionsâ€,Twitter,12/9/2012 16:10,AmDICKSN,,,,,,,
'There will be a second round in Ghana Elections - T.B. Joshua.. Do you agree? #ghanadecides #ghanaelections,Twitter,12/9/2012 16:12,omgGhanaDotCom,,,,,,,
So many people seated and waiting quietly and patiently for polling officers. Its so calm! GM #Ghana! GM #Africa @akwasisarpong,Twitter,12/7/2012 6:31,Novytee,,,,,,,Y
'There will be a second round in Ghana Elections - T.B. Joshua.. Do you agree? # ghanadecides #ghanaelections,Twitter,12/9/2012 16:14,jeffboakye,,,,,,,
"If Afari gyan wldnt declare e results den Asamoah gyan shd cum n declare it after all ,all Gyan b Gyan #ghanadecides #elections",Twitter,12/9/2012 16:19,FrIsKyTwOtYmS,,,,,,,
Not gonna lie the tall strong looking police dude definitely makes this waiting around more pleasant #ghanadecides #ghanaelections,Twitter,12/7/2012 6:39,ChanglingGh,,,,,,,
"Why the Best Candidate Did Not Win - By Kofi Thompson, an independent blogger:

When a friend in the U.S.A. asked me who I thought would win the presidential election in Ghana, for an answer, I told him who I knew would definitely not win that election - by recounting to him what a brilliant young female student told me, when I asked a group of university students the same question.

In the view of that brilliant female student, nothing would change in Ghana, regardless of which candidate of the two major political parties that have governed the nation since the 1992 constitution was promulgated - the National Democratic Congress and the New Patriotic Party - won the presidential election, because both simply lacked the political will to fight high-level corruption: which she regarded as the biggest nation-building challenge facing Ghana.

The tragedy for Ghana, she said, was that the person who had shown, by deed, not words - by making public the results of the medical examination he underwent to show he was medically fit for the ardours task of leading Ghana; releasing his filed tax returns and declaring his assets openly to the media; as well as showing the amount spent on campaigning by the party he founded, and the sources of its funding to show he was transparent about financial matters he was associated with - would not win the presidential election.

She ended by saying she was certain that Ghana (a nation full of ""My-party-my-tribe-right-or-wrong"" myrmidon-types) would miss the opportunity to elect the candidate who had shown the discerning that he was the most suitable politician to lead the Ghana of today, for a number of reasons - all of them negative.

To begin with, it was her opinion that Dr. Paa Kwesi Nduom of the Progressive Peoples Party would not win the presidential election, because: ""Behind the facade of modernity, in terms of the psychology of a majority of the populace, in a sense, Ghana is a nation in which superstition is rife and deeply woven into the fabric of society. That is one of the reasons why the political party most favoured by sundry crooks-in-dog-collars - who speak in 'tongues' and exert a malevolent influence over the minds of the millions who flock to their churches regularly to seek 'prophetic anointing' and 'protection from spiritual enemies' - can garner a substantial number of votes in elections. And, lastly, tribal bigotry is written into the DNA of some of the most prominent and influential of today's descendants of the pre-colonial traditional ruling elites - who, even though it is a democracy, still seek to dominate the Republic of Ghana through the back-door by proxy - and those ordinary Ghana who hold fealty to them, often demonstrate their allegiance by voting for the political parties such tribal-supremacist traditionalists support."" And well said, say I.

How insightful that young Ghanaian was. Alas, indeed as it turned out, most voters did not vote for the candidate who by voluntarily undergoing a medical examination and making public the results, as well as releasing his filed tax returns from the 1980's to date; and publicly declaring his assets to the media, and topped all that by revealing the total amount spent by the party he founded and the sources of its funding, showed Ghana (including a doubting-Thomas like me who has often criticised him in the past for attempting a reverse-takeover of the party founded by the great Osagyefo Dr. Kwame Nkrumah, the Convention Peoples Party - and advised he leave Nkrumah's party to set up one of his own, in which he could call the shots), that in good governance terms, he was the best amongst this year's crop of presidential candidates - and could offer the kind of sorely-needed world-class leadership (underpinned by an ethical ethos), which the people of Ghana and their peaceful and democratic nation require to prosper.

Sadly, dear reader, as it turns out that young female university student was right in asserting that the candidate who proved he was best suited to lead Ghana, would not win the presidential election - and that Mother Ghana will be the worst for it. Pity.

Tel: 027 745 3109.

Email: peakofi.thompson@gmail.com.

http://www.ghanaweb.com/GhanaHomePage/NewsArchive/artikel.php?ID=258898",Papa Nduom Facebook,12/9/2012 16:31,Dr.Papa Kwesi Nduom,,,,,,,
Owusu Parry of the #EC just stated that the collated and verified #Ghana #elections2012 results will be announced in 2hrs #ghanaelections,Twitter,12/9/2012 16:36,IDEGGhana,,,,,,,
"Its looking bleak for NPP, such a shame for Ghana. I wish Ghana at home could just see past NDC's bribes!! #ghanadecides #ghanaelections",Twitter,12/9/2012 16:36,CGeemfay,,,,,,,
Up to date we do not have a Ghanaian president who have not worked under ex-prez Rawlings.. #ghanadecides #ghanaelections,Twitter,12/9/2012 16:36,jeremiahekow,,,,,,,
"Owusu Parry of the #EC just stated that the collated and verified #Ghana #elections2012 results will be announced in 2hrs #ghanaelections""",Twitter,12/9/2012 16:39,kofioduroasenso,,,,,,,
"#ghana votes today, polls to be open in 5 minutes across all the regions. #elections 2012 #ghanadecides",Twitter,12/7/2012 6:56,IDEGGhana,,,,,,,
,,,,,,,,,,
My dad says the NDC stole the elections so Afari Gyan could declare the results at 20 today. Eii these old people.. Tooli! #ghanadecides,Twitter,12/9/2012 16:52,felixtetteh,,,,,,,
Critical analysis on GTV now #ghanadecides #ghanaelections,Twitter,12/9/2012 16:54,JesseBrite,,,,,,,
Â«@JesseBrite Critical analysis on GTV now #ghanadecides #ghanaelectionsÂ»,Twitter,12/9/2012 16:55,reni_abdul,,,,,,,
voters queued up starting 3 in the morning to vote #ghanadecides #elections2012,Twitter,12/7/2012 7:01,IDEGGhana,,,,,,,
Voters queue up early at the the Kitase polling centre in the Eastern Region #ghanadecides #elections #ghanavotes http://t.co/SXDHyHYr,Twitter,12/7/2012 7:02,FDAfrica,,,,,,,
#3rdWorld #Ghana RT @Citi973: Mataheko Boys Polling station has no security personnel with residents planning to take charge of situation,Twitter,12/7/2012 7:03,nabrew,,,,,,,Y
LOL!! them fat?  RT @temposkillz: 2 people vote Noor the verification machine blast,Twitter,12/7/2012 7:13,Kantfit,,,,,,,
Lol RT @temposkillz: 2 people vote Noor the verification machine blast,Twitter,12/7/2012 7:14,mannybricks,,,,,,,
#ghanaelections #ghanadecides:veep to vote at Accra polythenic,Twitter,12/7/2012 7:14,Ghana125,,,,,,,
The crowd gathered the EC office are hooting are the security officers #ghanadecides #ghanaelections,Twitter,12/9/2012 17:21,omgGhanaDotCom,,,,,,,Y
NPP challenges credibility of election results #ghanaelections2012,Twitter,12/9/2012 14:20,Channi_V,,,,,,,
some slim old ladies lol â€œ@Kantfit: LOL!! them fat?  RT @temposkillz: 2 people vote Noor the verification machine blastâ€,Twitter,12/7/2012 7:16,temposkillz,,,,,,,
Who needs observers these voters know their rights and how things should be done! Loving it UK apathy should come learn #ghanadecides,Twitter,12/7/2012 7:17,ChanglingGh,,,,,,,
"""@temposkillz: 2 people vote Noor the verification machine blast""Â»Â» Fear and Panic. Lol",Twitter,12/7/2012 7:18,odisika_abrante,,,,,,,
Eiii #Ghana #NDC say they have won and now #NPP  the devil is a liar #ghanaelectoralcommission #ghanadecides  dis be yawa,Twitter,12/9/2012 17:29,IamMarfiosoYYZ,,,,,,,
Folks @ mmredane polling station queing 4 nums. Current num is 600. 1st person was here at 2am! #letsvote #ghanadecides http://t.co/Hx7AFv2K,Twitter,12/7/2012 7:20,Qaphui,,,,,,,Y
"PVT observers confirmed voters information was verified prior to voting,yet 19%  polling stations failed #ghanadecides http://t.co/Ytf898RF",Twitter,12/9/2012 17:32,CodeoElections,,,,,,,Y
Certain polling stations have not opened yet as #EC has not provided all the #elections material #ghanaelections #ghanadecides,Twitter,12/7/2012 7:30,IDEGGhana,,,,,,,Y
@akwasisarpong @ghanadecides it's 7:31 no EC official at my polling station yet.,Twitter,12/7/2012 7:33,jay_gb3k3,,,,,,,Y
We operate a classic GhanaManTime system. It translates into delays in arrival of electoral materials and start of voting. #ghanadecides,Twitter,12/7/2012 7:36,OtiAdjei,,,,,,,
While some are in queues to buy waakyi or koko others are busily in long winding queues voting. Priority I guess!!#ghanadecides #ghelections,Twitter,12/7/2012 7:37,iTweet_Up,,,,,,,
It an offence to declare your vote when you within 500m radius of the polling station where you voted #ghanadecides #letvote #ghana,Twitter,12/7/2012 7:38,mathapoly,,,,,,,
Police take positions in front of EC office #ghanadecides #ghanaelections http://t.co/oxmxTGYR,Twitter,12/9/2012 17:53,bigxghdotcom,,,,,,,
Long queues characterising the voting all over the country...! how many are going to spoil their ballots ? #ghanadecides,Twitter,12/7/2012 7:44,mathapoly,,,,,,,Y
,,,,,,,,,,
Police take positions in front of EC office #ghanadecides #ghanaelections http://t.co/vyw0AwBb,Twitter,12/9/2012 17:53,omgGhanaDotCom,,,,,,,
Late but we've started #ghanadecides #ghanaelections,Twitter,12/7/2012 7:46,ChanglingGh,,,,,,,
15000 votes were added to the final results at the Dome Kwabenya Constituency #ghanaelections,Ghana Votes Facebook,12/9/2012 14:28,Ghana Votes,,,,,,,
What have we learnt or learning as a country going forward with our elections ? #ghanadecides Systems working but certainly not the best,Twitter,12/7/2012 7:49,mathapoly,,,,,,,
"From the ground up: Coal, natural gas mean millions for region: While eastern Ohioâ€™s oil and natural-gas boom ha... http://t.co/WHJ4T4UZ",Twitter,12/9/2012 14:29,tuskyvalley,,,,,,,
Only in Gh will people queue with stones lmao yeah 'stones can walk n talk now'. #ghanadecides #ghelections,Twitter,12/7/2012 7:49,iTweet_Up,,,,,,,
@LarryMadowo what is that supposed to mean? That Africans can't hold elections without violence? Are you even African? #ghanadecides,Twitter,12/9/2012 18:01,rlamptey,,,,,,,
"2,142 of @codeoelections' observers  sent in info in the first 15 minutes from polling station opening across the country in #ghanadecides",Twitter,12/7/2012 7:53,NDItech,,,,,,,Y
I will be monitoring the #elections in #Ghana with #ghanadecides. #Peace,Twitter,12/7/2012 7:54,NiiLomo,,,,,,,
"Please do not be misled or allow others to mislead, voting closes 5:00 pm today in ALL polling stations #ghanadecides #ghanaelections",Twitter,12/7/2012 7:55,IDEGGhana,,,,,,,
@callmekwasi I knw some polling station agents who will rig the elections..his pic Is upcoming soon,Twitter,12/7/2012 8:00,sEfaGH,,,,,,,Y
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
"08:02GMT out of bed, checking out my neighbourhood polling station... one winding queue at tsuiblewoo school polling station #ghanadecides",Twitter,12/7/2012 8:03,woenam,,,,,,,Y
"""@omgGhanaDotCom: The NPP has credible evidence which undermines the electoral process - NPP Chairman #ghanadecides #ghanaelections""",Twitter,12/9/2012 14:33,YoungDrCream,,,,,,,Y
Crabbe says that at 78% of EC officials were at polling stations. #ghanadecides,Twitter,12/9/2012 14:33,CodeoElections,,,,,,,
@akwasisarpong 8:04am at Sowutuom. voting materials have still not arrived at the polling station. people are waiting patiently,Twitter,12/7/2012 8:07,anguahA,,,,,,,Y
Some senior members of the NDC at the conference room of the Electoral Commission. #ghanadecides #ghanaelections http://t.co/m1Ut5Hbo,Twitter,12/9/2012 18:30,bigxghdotcom,,,,,,,
At kaneshie no. 2 okaikoi south constituency long queues but everyone is calm #Ghanadecides #VoteAkufoAddo,Twitter,12/7/2012 8:14,mandy_switch,,,,,,,Y
Volta region:check.....3northern regions :check...central region:check greater accra we wud share ashanti region hu cares #ndc,Twitter,12/7/2012 8:15,_jo_jc_,,,,,,,
"""@mandy_switch: At kaneshie no. 2 okaikoi south constituency long queues but everyone is calm #Ghanadecides #VoteAkufoAddo""",Twitter,12/7/2012 8:17,ekuaw1082,,,,,,,Y
,,,,,,,,,,
,,,,,,,,,,
#ghanaelections voting has still not started at ADB polling station in Nungua as materials are yet to arrive @woenam,Twitter,12/7/2012 8:18,ghanaelections,,,,,,,Y
â€œ@anguahA:  8:04am at Sowutuom. voting materials have still not arrived at the polling station. people are waiting patientlyâ€ #GhanaDecides,Twitter,12/7/2012 8:18,eric_hackman,,,,yes,,,Y
can the verification machines work without light? #ecg #ghanadecides,Twitter,12/7/2012 8:19,woenam,,,,,,,
"#ECG is working hard to mar this elections, for once why cant that institution do right by Ghana? #ghanadecides",Twitter,12/7/2012 8:21,woenam,,,,,,,
Apparently in Ghana it's a thing for teenage boys to be paid to go and steal ballot boxes?? Sounds hilarious but it's actually insane. Wow.,Twitter,12/9/2012 18:43,bridgetminamore,,,,,,,Y
The Peace Council is meeting with both political parties (NDC and NPP) @ the EC Office #ghanadecides #ghanaelections,Twitter,12/9/2012 18:45,bigxghdotcom,,,,,,,Y
"http://t.co/4g2ao1lS ""The Peace Council is meeting with both political parties (NDC and NPP) @ the EC Office #ghanadecides #ghanaelections""",Twitter,12/9/2012 18:46,callmekwasi,,,,,,,Y
Central Region is the Ohio of this elections #ghanadecides #Ghana,Twitter,12/7/2012 8:31,DreamChaserrr__,,,,,,,
"The atmosphere is that of peace, Ghana once again showing the world eat we relieved gud at doing best.... Peaceful elections #ghanadecides",Twitter,12/7/2012 8:32,kyeijoseph7,,,,,,,
We want a peaceful elections.#ghanadecides,Twitter,12/7/2012 8:32,kay_dae23,,,,,,,
Make we think!! Eyi Alaska RT @DreamChaserrr__ Central Region is the Ohio of this elections #ghanadecides #Ghana,Twitter,12/7/2012 8:33,virgility_,,,,,,,
"Of previous elections. This one is too close to call ""@DreamChaserrr__: Central Region is the Ohio of this elections #ghanadecides #Ghana""",Twitter,12/7/2012 8:33,menmartey,,,,,,,
thumbs given special treatment. heading to the polling station. y'all know who im voting for..#ghanadecides #letsvote,Twitter,12/7/2012 8:34,iamrobotboy,,,,,,,
Ladies and gentlemen meet Mr. John NanaAkufo-Addo of Mamobi - Accra ... :) #ghanadecides #ghanaelections http://t.co/NdQDXHOa,Twitter,12/9/2012 18:54,omgGhanaDotCom,,,,,,,
Ladies and gentlemen ...meet Mr. John NanaAkufo-Addo of Mamobi - Accra ... :) #ghanadecides #ghanaelections http://t.co/fQHeAnxx,Twitter,12/9/2012 18:54,bigxghdotcom,,,,,,,
"""@Joselyn_Dumas: Gud morning God's family, the day is finally here #GhanaDecides.Don't 4get 2 take ur voters ID cards wid u God bless Ghana""",Twitter,12/7/2012 8:35,MzNuh_Dei,,,,,,,
,,,,,,,,,,
#ghanadecides2012 #ghana #elections http://t.co/qQg0NvP8,Twitter,12/7/2012 8:36,kwabenad1,,,,,,,
I think my polling station has d shortest and fast queue! #ghanadecides,Twitter,12/7/2012 8:36,Ayychaele,,,,,,,
Ladies and gentlemen meet Mr. John NanaAkufo-Addo of Mamobi - Accra ... :) #ghanadecides #ghanaelections http://t.co/PXU4MQjB,Twitter,12/9/2012 19:00,onua_zionfelix,,,,,,,
#elections #ghanadecides2012 #ghana http://t.co/0jzds1bC,Twitter,12/7/2012 8:39,kwabenad1,,,,,,,
#ghanadecides2012 #ghana #elections http://t.co/JBoq58Dz,Twitter,12/7/2012 8:42,kwabenad1,,,,,,,
Why were Metro TV reporters attacked? #sad #ghanadecides #ghanaelections #GhanaDecides2012,Twitter,12/9/2012 19:06,ameyaw112,,,,,,,Y
